cvss_score,exploit_available,patch_available,days_since_disclosure,exposure,category,attack_probability,attack_likelihood
6.8,1,1,470,External,Sensitive Data Exposure,0.7272758884230203,High
1.9,0,1,625,Internal,Outdated Software / Missing Patch,0.17717761959648348,Low
3.0,0,1,75,External,Cross-Site Scripting (XSS),0.3181473186426895,Low
9.3,0,1,479,External,SQL Injection,0.5575234545464327,Medium
9.6,0,1,644,External,Remote Code Execution,0.6518761659617746,High
9.7,1,0,60,External,Sensitive Data Exposure,0.9783648971547141,High
6.5,0,1,452,External,Cross-Site Scripting (XSS),0.46202882499513875,Medium
1.7,1,1,471,External,Misconfigured Server,0.48978355091507625,Medium
3.8,1,1,21,Internal,Weak Authentication,0.4124765043955389,Medium
3.0,0,1,469,Internal,Broken Access Control,0.07630593525611139,Low
8.7,0,1,706,External,Outdated Software / Missing Patch,0.5901593726284531,Medium
9.3,0,1,579,Internal,Remote Code Execution,0.4623955631280307,Medium
1.8,1,0,279,External,SQL Injection,0.5532235738120505,Medium
7.8,0,0,23,External,Sensitive Data Exposure,0.6394000902715312,Medium
8.6,0,1,227,Internal,Open Port / Unnecessary Service,0.3309627643199299,Low
9.0,0,0,244,External,Cross-Site Scripting (XSS),0.6409649144859078,Medium
1.4,0,0,189,External,Misconfigured Server,0.2997390465504224,Low
5.7,0,0,617,Internal,Open Port / Unnecessary Service,0.49015326937722387,Medium
6.9,0,0,407,External,Outdated Software / Missing Patch,0.5031519079482171,Medium
4.5,1,1,762,External,Insecure Direct Object Reference,0.6729648460936465,High
1.2,0,0,769,Internal,Misconfigured Server,0.24382838610167037,Low
8.0,1,0,881,External,Open Port / Unnecessary Service,0.927830722646438,High
3.6,1,1,243,External,Remote Code Execution,0.6345903972176695,Medium
1.4,0,1,483,Internal,Cross-Site Scripting (XSS),0.03969644897701221,Low
9.9,0,1,93,Internal,Sensitive Data Exposure,0.33665373655105724,Low
5.3,1,1,17,Internal,Cross-Site Scripting (XSS),0.5277853388929578,Medium
9.5,0,1,42,External,SQL Injection,0.5200419250997788,Medium
9.4,0,1,876,External,Outdated Software / Missing Patch,0.6053466728393699,Medium
8.7,0,0,372,Internal,Sensitive Data Exposure,0.45322436679542777,Medium
5.8,1,0,636,Internal,Weak Authentication,0.6989504261808098,High
4.5,0,1,416,External,Cross-Site Scripting (XSS),0.4188686228544822,Medium
3.4,0,0,273,External,Broken Access Control,0.38216348357131696,Medium
4.3,1,1,239,External,Outdated Software / Missing Patch,0.6519523700082609,High
4.1,0,1,498,Internal,Cross-Site Scripting (XSS),0.2182305296326525,Low
7.7,0,1,815,External,Remote Code Execution,0.5348083362497904,Medium
7.4,1,1,440,Internal,Weak Authentication,0.6103152775465628,Medium
5.7,0,0,405,Internal,Open Port / Unnecessary Service,0.36886253200750224,Medium
9.3,0,0,850,Internal,Cross-Site Scripting (XSS),0.5964724854127706,Medium
3.5,0,0,246,Internal,Cross-Site Scripting (XSS),0.2866840451888208,Low
4.5,0,0,294,Internal,SQL Injection,0.3013599760116422,Low
2.8,1,1,316,External,Remote Code Execution,0.5938683428463334,Medium
5.8,0,1,62,External,Broken Access Control,0.3838706637062532,Medium
9.1,0,1,643,Internal,Sensitive Data Exposure,0.4595689043755948,Medium
9.4,0,1,401,Internal,Broken Access Control,0.4663855463403936,Medium
6.9,0,1,665,External,Broken Access Control,0.571384797436271,Medium
8.7,0,0,880,Internal,Misconfigured Server,0.5151168207214404,Medium
5.0,0,1,765,External,Misconfigured Server,0.5046541223155203,Medium
3.4,1,1,681,External,Weak Authentication,0.5996415809144546,Medium
4.8,0,1,45,Internal,Cross-Site Scripting (XSS),0.20880115446737135,Low
6.1,0,1,868,External,Outdated Software / Missing Patch,0.43909858467529167,Medium
8.1,1,1,150,External,Cross-Site Scripting (XSS),0.80214800428606,High
2.5,1,1,285,External,Outdated Software / Missing Patch,0.5307800955554524,Medium
2.0,1,1,234,External,SQL Injection,0.44781953670361074,Medium
8.3,0,1,266,External,Outdated Software / Missing Patch,0.48188341896484604,Medium
2.1,1,1,233,Internal,Cross-Site Scripting (XSS),0.32966848405441773,Low
6.3,1,1,424,Internal,Cross-Site Scripting (XSS),0.5232552553619972,Medium
10.0,0,1,232,External,Misconfigured Server,0.6674040084752493,High
1.8,0,1,589,Internal,Remote Code Execution,0.18249913712073115,Low
4.2,0,1,277,External,Cross-Site Scripting (XSS),0.39781687008226435,Medium
3.3,1,0,532,External,SQL Injection,0.6959490000571087,High
4.1,1,0,719,External,Remote Code Execution,0.703032534052214,High
8.9,0,0,844,External,Weak Authentication,0.7001130494349012,High
3.7,0,1,489,Internal,Outdated Software / Missing Patch,0.237902016968094,Low
2.8,0,1,297,Internal,Weak Authentication,0.24904861168616566,Low
5.8,1,1,261,External,Insecure Direct Object Reference,0.7211449602650897,High
5.7,1,1,317,External,SQL Injection,0.660090503896375,High
7.3,1,1,17,External,SQL Injection,0.7313456982329889,High
2.1,1,1,73,External,Broken Access Control,0.47442831049796397,Medium
6.7,1,1,532,External,Sensitive Data Exposure,0.6919356267580848,High
1.3,1,0,141,External,Sensitive Data Exposure,0.5571212332224351,Medium
4.8,0,0,634,Internal,Broken Access Control,0.361002956832478,Medium
1.8,1,1,75,Internal,Cross-Site Scripting (XSS),0.4269617460005449,Medium
9.7,1,1,193,Internal,Weak Authentication,0.6998238457198919,High
1.4,1,0,809,External,SQL Injection,0.6758123481926162,High
9.5,1,1,216,External,Misconfigured Server,0.9278744540562369,High
3.9,0,1,264,External,Insecure Direct Object Reference,0.344107060179652,Low
10.0,0,1,3,Internal,Cross-Site Scripting (XSS),0.5305566110474786,Medium
3.6,0,1,742,External,Misconfigured Server,0.3889689924506664,Medium
1.3,0,1,671,Internal,SQL Injection,0.07490101302979699,Low
9.9,0,0,120,External,Insecure Direct Object Reference,0.7154256679091107,High
6.2,0,1,277,External,Cross-Site Scripting (XSS),0.4455327797911355,Medium
7.2,1,1,500,Internal,Insecure Direct Object Reference,0.5901608262805303,Medium
2.5,0,1,853,External,Outdated Software / Missing Patch,0.2999498272391422,Low
1.6,1,1,68,Internal,SQL Injection,0.3329882429514272,Low
1.5,1,0,423,External,Insecure Direct Object Reference,0.6127090570241108,Medium
8.2,0,1,800,Internal,Remote Code Execution,0.369200350686508,Medium
8.5,0,1,89,External,Sensitive Data Exposure,0.5369750613446347,Medium
7.2,0,1,56,External,Weak Authentication,0.4009933600138608,Medium
5.2,0,0,689,Internal,Outdated Software / Missing Patch,0.38531755274178825,Medium
2.3,1,1,517,External,Cross-Site Scripting (XSS),0.5634021960112914,Medium
8.6,0,0,514,Internal,SQL Injection,0.5237532974735459,Medium
7.9,1,0,302,Internal,Broken Access Control,0.7365704353737149,High
6.3,1,1,505,External,SQL Injection,0.741052710733539,High
9.9,0,0,454,External,Cross-Site Scripting (XSS),0.6874671800113723,High
6.4,1,1,421,External,Sensitive Data Exposure,0.6994364459226595,High
3.2,1,0,785,External,Weak Authentication,0.7131572133019004,High
7.1,1,1,178,External,Insecure Direct Object Reference,0.779483175625346,High
2.0,0,1,124,External,SQL Injection,0.2666349589561515,Low
2.1,0,1,754,External,SQL Injection,0.4140318600066486,Medium
7.5,0,1,761,External,Open Port / Unnecessary Service,0.5252097491685342,Medium
8.5,1,1,422,External,Weak Authentication,0.8559274659121869,High
9.6,1,1,371,External,Misconfigured Server,0.9159474950236153,High
10.0,0,0,622,External,Insecure Direct Object Reference,0.7278670632384666,High
6.1,0,1,765,External,Insecure Direct Object Reference,0.4259743558898629,Medium
6.9,1,1,257,External,Broken Access Control,0.6656476314014181,High
5.8,1,0,95,External,Outdated Software / Missing Patch,0.7743916277692364,High
8.9,1,0,359,Internal,Insecure Direct Object Reference,0.8259590421713859,High
7.6,1,1,864,Internal,Insecure Direct Object Reference,0.653583419942771,High
5.0,1,1,333,Internal,Insecure Direct Object Reference,0.5021428037684876,Medium
1.5,0,0,145,External,Weak Authentication,0.30659486140492026,Low
5.5,0,0,204,External,Weak Authentication,0.5368848199730119,Medium
4.5,1,1,516,External,Cross-Site Scripting (XSS),0.5243751140944806,Medium
9.6,0,0,869,External,Remote Code Execution,0.7418964403465136,High
5.7,1,0,672,External,Sensitive Data Exposure,0.7952396488109814,High
1.3,1,1,448,Internal,Sensitive Data Exposure,0.26487187656080186,Low
1.5,1,1,51,External,Insecure Direct Object Reference,0.5791132295405265,Medium
5.2,0,0,229,Internal,SQL Injection,0.2773515606444929,Low
8.5,0,0,823,Internal,Insecure Direct Object Reference,0.47434619737983924,Medium
2.5,1,1,694,External,Open Port / Unnecessary Service,0.49101240017791425,Medium
2.4,1,1,852,External,Sensitive Data Exposure,0.6108517234212677,Medium
6.6,1,1,474,External,SQL Injection,0.6789290902753737,High
6.3,1,1,297,External,SQL Injection,0.7334328206482107,High
5.6,0,0,747,External,Outdated Software / Missing Patch,0.5728755076260625,Medium
4.4,1,0,554,Internal,Weak Authentication,0.5917612983301849,Medium
5.9,0,1,682,Internal,Remote Code Execution,0.23800994355604338,Low
7.2,0,0,230,Internal,Misconfigured Server,0.4061724588783868,Medium
6.6,1,1,224,External,Insecure Direct Object Reference,0.7931001929461483,High
4.6,0,0,413,External,Open Port / Unnecessary Service,0.41540672447531346,Medium
1.1,1,1,428,External,Sensitive Data Exposure,0.43169502975935586,Medium
6.6,1,1,836,External,Cross-Site Scripting (XSS),0.7353321183054254,High
1.2,1,0,650,Internal,Cross-Site Scripting (XSS),0.48056061471297973,Medium
5.0,0,0,180,External,Misconfigured Server,0.4975819595302434,Medium
7.9,1,1,776,Internal,Cross-Site Scripting (XSS),0.6857133190758781,High
9.2,0,1,843,External,Remote Code Execution,0.5574686216847335,Medium
4.7,1,1,635,Internal,Broken Access Control,0.5440166074735784,Medium
2.3,1,0,708,Internal,Open Port / Unnecessary Service,0.5212847741622745,Medium
9.0,1,1,281,Internal,Broken Access Control,0.5908828833549294,Medium
5.4,0,1,502,External,Sensitive Data Exposure,0.49788469928425244,Medium
8.9,1,0,526,External,Remote Code Execution,1.0,High
4.8,1,0,54,Internal,Outdated Software / Missing Patch,0.5305711321426647,Medium
1.7,0,1,489,External,Open Port / Unnecessary Service,0.25644930749750183,Low
4.9,0,0,225,Internal,Sensitive Data Exposure,0.40287112915537726,Medium
7.4,1,1,258,Internal,Sensitive Data Exposure,0.5232713218619731,Medium
8.9,1,1,5,External,Open Port / Unnecessary Service,0.7012847618242904,High
9.9,0,1,354,External,Broken Access Control,0.5503194605566705,Medium
9.3,0,1,484,Internal,Cross-Site Scripting (XSS),0.4170355495710856,Medium
8.6,0,1,509,External,Outdated Software / Missing Patch,0.5363556671785333,Medium
8.3,1,0,665,External,Insecure Direct Object Reference,0.9408118031365743,High
6.5,0,1,448,External,Misconfigured Server,0.4808157074870419,Medium
5.5,0,1,625,Internal,Broken Access Control,0.2199183589887691,Low
8.2,1,0,78,Internal,Insecure Direct Object Reference,0.7517023318377759,High
7.7,0,1,154,External,Outdated Software / Missing Patch,0.5987596226396158,Medium
9.5,0,1,212,External,Remote Code Execution,0.6491304917312919,Medium
2.5,1,0,849,External,Weak Authentication,0.7092220390508438,High
7.2,0,1,657,External,Sensitive Data Exposure,0.5115088964260684,Medium
5.2,1,0,317,External,Cross-Site Scripting (XSS),0.8007926808433387,High
9.7,0,0,744,External,Cross-Site Scripting (XSS),0.6795266923348545,High
3.0,0,1,364,External,SQL Injection,0.3427729540723749,Low
5.6,1,1,601,Internal,Misconfigured Server,0.5310264679148315,Medium
7.7,1,0,144,External,Weak Authentication,0.9110452848939725,High
1.0,0,1,31,Internal,Weak Authentication,0.07002274978511557,Low
5.1,0,1,231,External,Broken Access Control,0.3378393440477157,Low
1.8,1,0,192,Internal,Broken Access Control,0.4480663143403422,Medium
8.0,0,0,693,Internal,Misconfigured Server,0.5594110734905894,Medium
3.0,1,1,98,External,SQL Injection,0.48398275019110454,Medium
8.2,1,1,473,External,Open Port / Unnecessary Service,0.7673207838685444,High
6.9,1,0,529,Internal,Weak Authentication,0.6514552384695018,High
9.5,0,1,50,External,Sensitive Data Exposure,0.5054954807554898,Medium
2.5,1,1,139,External,SQL Injection,0.5682856359857069,Medium
4.2,1,1,92,Internal,Outdated Software / Missing Patch,0.5096609762604125,Medium
2.1,0,1,199,Internal,Weak Authentication,0.14555771590840688,Low
7.2,1,1,520,Internal,Remote Code Execution,0.6150174046607527,Medium
8.5,0,1,202,External,Remote Code Execution,0.5411206530064994,Medium
6.2,1,1,481,External,Open Port / Unnecessary Service,0.7176912372484551,High
10.0,0,0,406,Internal,Insecure Direct Object Reference,0.5359777597010017,Medium
3.2,0,1,717,Internal,Cross-Site Scripting (XSS),0.22852561335591695,Low
1.4,1,1,377,Internal,SQL Injection,0.3862190606463637,Medium
6.0,0,1,230,External,Misconfigured Server,0.47940495447797316,Medium
3.6,1,0,790,External,Remote Code Execution,0.6793414780029492,High
7.7,0,0,747,External,Sensitive Data Exposure,0.6419202170973402,Medium
3.0,0,1,182,External,Sensitive Data Exposure,0.28682207016214345,Low
6.8,1,0,471,Internal,Weak Authentication,0.7715954060650335,High
8.1,0,1,683,Internal,Outdated Software / Missing Patch,0.4114292545405725,Medium
6.3,0,0,68,Internal,Broken Access Control,0.293174233081258,Low
4.4,0,1,371,External,Weak Authentication,0.38853639365266485,Medium
9.5,1,1,180,External,Broken Access Control,0.9316133124535493,High
4.7,0,0,471,External,Cross-Site Scripting (XSS),0.521925452477795,Medium
2.1,0,1,270,Internal,Remote Code Execution,0.15347398550231056,Low
6.6,0,0,390,Internal,Outdated Software / Missing Patch,0.42046973000911186,Medium
3.0,0,1,298,Internal,Insecure Direct Object Reference,0.05298608124629639,Low
2.5,0,1,278,External,Weak Authentication,0.18743155674179762,Low
3.0,0,1,358,Internal,Cross-Site Scripting (XSS),0.09259150015209469,Low
2.3,1,1,581,External,Open Port / Unnecessary Service,0.5294361759257913,Medium
1.8,1,0,781,External,Open Port / Unnecessary Service,0.6398888137134545,Medium
4.5,1,0,385,Internal,Remote Code Execution,0.608359596495865,Medium
6.8,1,0,367,External,Remote Code Execution,0.8093659867506527,High
7.3,0,1,138,External,Open Port / Unnecessary Service,0.5340131295872211,Medium
2.4,0,1,789,External,SQL Injection,0.28784589541435224,Low
10.0,0,0,109,Internal,Open Port / Unnecessary Service,0.5208310797882036,Medium
6.3,1,1,427,External,Weak Authentication,0.7498043079944673,High
6.3,0,1,646,External,Sensitive Data Exposure,0.4236666397336802,Medium
5.2,0,0,822,Internal,Outdated Software / Missing Patch,0.24321242012561176,Low
9.9,0,1,891,Internal,Cross-Site Scripting (XSS),0.44200216205260506,Medium
4.8,0,1,19,External,Remote Code Execution,0.3717635328307004,Medium
2.4,1,0,422,External,Remote Code Execution,0.47743555649196157,Medium
4.0,0,0,293,External,Outdated Software / Missing Patch,0.428420875468849,Medium
8.2,1,0,669,Internal,Insecure Direct Object Reference,0.7395621487285161,High
5.9,0,0,143,Internal,Insecure Direct Object Reference,0.3021216459959805,Low
5.2,1,0,235,External,Remote Code Execution,0.6729303823256652,High
8.4,1,1,196,External,Broken Access Control,0.7657657914839252,High
6.5,0,0,646,Internal,Open Port / Unnecessary Service,0.4010338804071483,Medium
3.2,0,1,838,External,Cross-Site Scripting (XSS),0.4035514810251375,Medium
8.1,1,0,822,External,Insecure Direct Object Reference,0.9289098189233067,High
5.3,1,0,769,Internal,Remote Code Execution,0.5521794499469432,Medium
8.5,1,0,253,Internal,Broken Access Control,0.7038229820637185,High
8.0,1,0,299,External,SQL Injection,0.9118681874672129,High
3.6,1,1,404,Internal,Open Port / Unnecessary Service,0.5292432828923397,Medium
7.4,1,0,524,Internal,Weak Authentication,0.7314360857983223,High
4.5,1,1,102,Internal,Insecure Direct Object Reference,0.4737022938996409,Medium
2.3,0,1,5,Internal,Open Port / Unnecessary Service,0.19681540098637812,Low
8.1,0,0,345,External,Outdated Software / Missing Patch,0.6325330944657158,Medium
7.4,1,0,272,External,Cross-Site Scripting (XSS),0.8326560631943744,High
4.4,1,1,401,External,Misconfigured Server,0.5496153386631945,Medium
9.8,0,1,612,Internal,Remote Code Execution,0.44934919588861477,Medium
9.0,0,1,23,External,Broken Access Control,0.6652134149076856,High
5.5,1,0,759,Internal,Outdated Software / Missing Patch,0.5685795970422308,Medium
6.4,0,0,148,Internal,Sensitive Data Exposure,0.3967818075628847,Medium
5.0,0,0,129,External,Broken Access Control,0.4117502952690508,Medium
1.1,1,1,485,External,Broken Access Control,0.4828682318470323,Medium
9.2,0,1,79,Internal,Open Port / Unnecessary Service,0.4627712490614949,Medium
3.0,0,1,272,External,Broken Access Control,0.28792864512045174,Low
3.8,0,1,671,External,Insecure Direct Object Reference,0.39479514129275267,Medium
8.9,1,1,351,External,Remote Code Execution,0.856042191275442,High
1.4,0,1,557,Internal,Outdated Software / Missing Patch,0.11629568524979014,Low
9.6,0,1,635,External,Broken Access Control,0.7030901777485754,High
7.1,0,1,395,External,Cross-Site Scripting (XSS),0.5303863221443472,Medium
3.7,0,1,536,External,Open Port / Unnecessary Service,0.331029799471062,Low
6.7,0,1,730,Internal,Outdated Software / Missing Patch,0.3080143781309499,Low
2.5,0,0,711,Internal,Misconfigured Server,0.20973468262478254,Low
2.7,0,0,562,External,Open Port / Unnecessary Service,0.4265155941039729,Medium
4.8,1,0,623,External,SQL Injection,0.7344250203986027,High
7.8,1,0,65,Internal,Broken Access Control,0.8410694630613259,High
3.7,0,1,64,External,SQL Injection,0.4121779358364634,Medium
6.8,1,1,133,Internal,Sensitive Data Exposure,0.5526626889135727,Medium
1.0,1,1,726,Internal,Cross-Site Scripting (XSS),0.3188767706251838,Low
4.0,0,0,704,Internal,Remote Code Execution,0.40361993877693225,Medium
9.8,1,0,50,External,Broken Access Control,0.8496097887125285,High
7.2,0,0,487,External,SQL Injection,0.5784780025903,Medium
9.9,1,1,503,External,Remote Code Execution,0.9209822919942131,High
1.4,1,1,628,External,SQL Injection,0.4522840103429407,Medium
9.4,0,1,743,Internal,Cross-Site Scripting (XSS),0.44043627912310357,Medium
1.7,1,1,130,Internal,Cross-Site Scripting (XSS),0.3161651639174879,Low
2.8,0,1,438,External,Open Port / Unnecessary Service,0.33337375815866155,Low
4.5,1,0,509,External,Cross-Site Scripting (XSS),0.7376541220189342,High
7.9,1,1,667,External,Open Port / Unnecessary Service,0.8126599260699623,High
4.8,0,0,191,Internal,Cross-Site Scripting (XSS),0.3563752973702781,Medium
4.2,1,1,877,Internal,Insecure Direct Object Reference,0.48921913363107894,Medium
7.7,0,0,736,Internal,Outdated Software / Missing Patch,0.5429171988013224,Medium
3.5,1,1,260,Internal,Open Port / Unnecessary Service,0.38549650088916265,Medium
8.3,1,0,266,External,Open Port / Unnecessary Service,0.816471702996446,High
5.0,0,1,330,Internal,SQL Injection,0.15448974309271113,Low
2.2,1,0,219,Internal,Weak Authentication,0.38011617771854384,Medium
9.1,1,1,708,Internal,Outdated Software / Missing Patch,0.6713075468559546,High
6.0,0,1,551,External,Sensitive Data Exposure,0.5021134557739271,Medium
9.7,1,0,853,Internal,Misconfigured Server,0.8425972267574877,High
8.2,0,0,247,Internal,Insecure Direct Object Reference,0.45279489174545406,Medium
1.7,1,0,13,Internal,Misconfigured Server,0.3737294425714391,Medium
3.1,0,1,310,Internal,Remote Code Execution,0.13027793965569304,Low
9.6,1,1,621,External,Broken Access Control,0.8463166807301781,High
8.4,0,1,128,Internal,Weak Authentication,0.3568561415661521,Medium
7.0,0,0,93,Internal,SQL Injection,0.34853945062952985,Low
6.7,1,1,35,External,SQL Injection,0.6796540533883311,High
4.2,1,1,491,External,Misconfigured Server,0.6671345844467317,High
9.7,1,1,775,Internal,Misconfigured Server,0.6208251084757819,Medium
9.5,0,0,783,External,Remote Code Execution,0.7089695663777812,High
1.4,0,0,424,Internal,Insecure Direct Object Reference,0.08048813781392929,Low
9.4,1,1,707,Internal,Open Port / Unnecessary Service,0.7214301583066729,High
1.6,1,0,88,Internal,SQL Injection,0.3895144193434737,Medium
1.1,0,1,128,External,Sensitive Data Exposure,0.10232672770647783,Low
8.6,0,1,798,Internal,Insecure Direct Object Reference,0.4363684428300046,Medium
9.5,0,0,72,Internal,Outdated Software / Missing Patch,0.6223702676776195,Medium
4.2,0,1,726,External,Outdated Software / Missing Patch,0.38477791000094147,Medium
4.1,1,0,173,External,Cross-Site Scripting (XSS),0.7522006853002285,High
7.0,1,1,794,Internal,Broken Access Control,0.6055358910026656,Medium
1.3,0,0,22,External,Weak Authentication,0.20184268081411744,Low
4.2,1,1,508,External,Open Port / Unnecessary Service,0.6417463967534228,Medium
3.9,0,1,777,Internal,Insecure Direct Object Reference,0.19775270132605602,Low
4.0,1,1,358,External,Cross-Site Scripting (XSS),0.5267846425052449,Medium
9.0,0,1,11,External,Cross-Site Scripting (XSS),0.594852944807267,Medium
4.8,0,1,474,External,Misconfigured Server,0.40667621160602463,Medium
3.6,1,1,598,Internal,Insecure Direct Object Reference,0.4189517401863135,Medium
7.2,0,1,470,Internal,Misconfigured Server,0.39351458238121595,Medium
2.2,1,1,584,External,SQL Injection,0.4878408460547927,Medium
9.3,0,0,69,External,Open Port / Unnecessary Service,0.7045049502703382,High
1.6,1,1,448,External,Remote Code Execution,0.44986586542672385,Medium
8.3,0,0,788,Internal,Insecure Direct Object Reference,0.5439755158630818,Medium
6.9,0,1,485,Internal,SQL Injection,0.2824070472169784,Low
3.1,1,1,644,External,SQL Injection,0.6497371879288334,Medium
8.7,0,1,99,Internal,Misconfigured Server,0.4097153750007952,Medium
5.8,0,1,623,External,Remote Code Execution,0.5172548669107667,Medium
6.1,1,1,403,Internal,Outdated Software / Missing Patch,0.5057665900128964,Medium
6.1,0,0,397,External,SQL Injection,0.5227504369071792,Medium
3.4,0,0,793,External,Weak Authentication,0.48903879548129564,Medium
4.0,1,1,237,External,Weak Authentication,0.4559808092512005,Medium
7.2,1,0,28,External,SQL Injection,0.772216012823193,High
8.0,1,1,28,External,SQL Injection,0.8132144031696393,High
5.1,1,0,348,External,Outdated Software / Missing Patch,0.7720887995280521,High
8.1,1,0,435,External,Weak Authentication,0.937605133787557,High
5.0,0,1,421,External,Misconfigured Server,0.3829008445346527,Medium
4.9,1,1,156,External,Remote Code Execution,0.6573666357468229,High
5.0,1,1,813,External,Insecure Direct Object Reference,0.6336244531558255,Medium
7.7,1,1,712,External,Outdated Software / Missing Patch,0.7174575371744358,High
6.3,0,1,476,Internal,Open Port / Unnecessary Service,0.22520469575861346,Low
8.3,1,1,306,External,Weak Authentication,0.7629145214484788,High
4.7,1,0,550,External,Open Port / Unnecessary Service,0.7146084844343306,High
6.1,0,1,550,Internal,Open Port / Unnecessary Service,0.27358668567572,Low
9.6,1,1,220,External,Remote Code Execution,0.6667819736723253,High
7.8,1,0,64,External,Insecure Direct Object Reference,0.7546253755537284,High
5.7,1,0,536,External,Weak Authentication,0.7596461533181051,High
4.9,0,0,341,External,Sensitive Data Exposure,0.503795275824322,Medium
1.4,0,1,4,External,Cross-Site Scripting (XSS),0.18428259096986993,Low
8.2,0,1,731,Internal,Cross-Site Scripting (XSS),0.3657662510935759,Medium
9.0,0,1,402,Internal,Outdated Software / Missing Patch,0.3119096666757515,Low
5.2,0,1,146,External,Cross-Site Scripting (XSS),0.4931860630599076,Medium
8.8,1,0,133,Internal,Insecure Direct Object Reference,0.6983333249155427,High
8.2,0,1,460,External,Open Port / Unnecessary Service,0.6287253874405103,Medium
7.4,0,1,799,External,Cross-Site Scripting (XSS),0.6054231847385663,Medium
8.3,1,1,509,Internal,Sensitive Data Exposure,0.6654742310728244,High
7.9,0,0,800,Internal,Misconfigured Server,0.47131397419131055,Medium
4.5,1,0,655,Internal,Broken Access Control,0.5954996654480021,Medium
7.9,1,1,531,External,Broken Access Control,0.7273479012980323,High
8.2,0,1,671,Internal,Broken Access Control,0.41931428411267735,Medium
8.2,0,1,423,Internal,SQL Injection,0.3926476073924795,Medium
10.0,1,1,280,External,Remote Code Execution,0.8921539689529686,High
3.6,0,1,888,External,Outdated Software / Missing Patch,0.40885517576552244,Medium
1.0,0,0,551,Internal,Cross-Site Scripting (XSS),0.2622530354817534,Low
6.9,0,1,14,External,Sensitive Data Exposure,0.4418619860519451,Medium
7.3,0,0,757,External,Weak Authentication,0.6727249764435197,High
6.6,0,1,133,External,Sensitive Data Exposure,0.4148054098574438,Medium
6.0,1,1,823,Internal,Open Port / Unnecessary Service,0.5209939748461592,Medium
2.0,1,1,696,External,Misconfigured Server,0.4977638449006978,Medium
1.6,1,0,237,External,Sensitive Data Exposure,0.5360683838771836,Medium
3.5,0,1,592,Internal,Cross-Site Scripting (XSS),0.2394021048056218,Low
7.8,0,1,245,External,Outdated Software / Missing Patch,0.5607731680341974,Medium
3.7,0,0,486,Internal,Outdated Software / Missing Patch,0.3571155873519696,Medium
1.7,0,1,607,Internal,Sensitive Data Exposure,0.10895720575901621,Low
2.9,1,1,222,Internal,Open Port / Unnecessary Service,0.40655241313769724,Medium
4.8,0,0,872,External,Weak Authentication,0.485523094514441,Medium
4.2,1,0,34,External,Weak Authentication,0.6333408264964016,Medium
8.9,0,1,268,Internal,Outdated Software / Missing Patch,0.4377397964154668,Medium
7.6,0,1,655,Internal,Misconfigured Server,0.39180754445471566,Medium
1.9,0,1,545,Internal,Open Port / Unnecessary Service,0.06042711452489165,Low
1.4,1,0,709,External,Insecure Direct Object Reference,0.6316555122212192,Medium
4.8,0,0,435,External,SQL Injection,0.40308029953668023,Medium
9.0,0,1,888,Internal,Open Port / Unnecessary Service,0.44538340912710667,Medium
2.4,0,1,734,External,Misconfigured Server,0.2672620859220019,Low
8.8,1,1,520,External,Broken Access Control,0.7984250780777493,High
8.5,1,1,729,External,Remote Code Execution,0.76882711223874,High
6.7,0,1,134,External,Misconfigured Server,0.5065691490175392,Medium
8.2,1,0,507,External,Broken Access Control,0.9254640772691228,High
9.4,1,1,594,Internal,Insecure Direct Object Reference,0.7651710133405588,High
9.8,0,1,863,External,Broken Access Control,0.6454693118767034,Medium
2.9,0,1,724,Internal,Insecure Direct Object Reference,0.10581953951242844,Low
7.5,0,1,686,Internal,Weak Authentication,0.3566610352138704,Medium
1.8,0,1,143,External,Broken Access Control,0.17936855417576716,Low
4.1,0,0,12,Internal,Remote Code Execution,0.30750642491566316,Low
9.9,0,0,282,Internal,Outdated Software / Missing Patch,0.6211019631190794,Medium
8.1,0,0,200,External,Open Port / Unnecessary Service,0.6414156306900906,Medium
9.5,1,1,595,External,Sensitive Data Exposure,0.8299295098625731,High
5.4,1,0,728,External,Broken Access Control,0.7642780883202733,High
1.8,1,1,377,External,Outdated Software / Missing Patch,0.5114669445777766,Medium
9.4,1,0,833,External,Weak Authentication,0.8962599081002538,High
3.0,0,0,743,External,Cross-Site Scripting (XSS),0.4330078849407556,Medium
6.9,1,1,580,Internal,Misconfigured Server,0.6018971160984409,Medium
1.1,0,0,456,Internal,Cross-Site Scripting (XSS),0.14682118955072399,Low
2.4,1,1,555,External,Remote Code Execution,0.5171315699810645,Medium
6.1,0,1,200,External,SQL Injection,0.4433033432653595,Medium
4.5,0,0,131,External,Open Port / Unnecessary Service,0.41786333541496834,Medium
7.9,1,1,502,External,SQL Injection,0.7413657491890576,High
5.9,0,0,723,External,Remote Code Execution,0.5936652098870661,Medium
5.3,1,1,509,Internal,Misconfigured Server,0.5269463137546886,Medium
5.0,1,0,684,Internal,Broken Access Control,0.6959331800407592,High
7.1,1,1,64,External,Open Port / Unnecessary Service,0.6726566556091309,High
5.6,1,1,464,Internal,Outdated Software / Missing Patch,0.4377294853450024,Medium
4.8,0,1,761,External,Weak Authentication,0.4542167219861717,Medium
3.0,1,1,605,Internal,Broken Access Control,0.4653183320506755,Medium
5.2,0,1,8,External,Weak Authentication,0.3463352781410332,Low
